usuario,followers,friends,tweet,retweets
viceUPOE3,607,310,0,1
IgnacioSoleto,801,1010,3,0
NDandigital,605,2826,0,1
faodominicana,2543,138,1,0
pacoquart,911,846,0,2
Purposedrivenet,47,298,1,0
RedRedesDLS,93,436,1,0
JavierVaqueroAn,89,814,1,0
linuxmil,586,269,3,0
andrea_vicky_,491,1123,1,0
FEREMAHonduras,267,148,1,0
UrbanoMed,4952,2488,1,0
cursosyconvoc,250,384,0,1
APUCCDSE3,812,261,1,0
lidacabrera,3129,2005,2,0
ModestoGonVa,160,298,1,0
Klebam2,574,849,1,0
dinapsis,1284,1022,0,1
abranaaisa,129,151,1,0
michi_med,165,529,1,0
DianaAponter,333,848,1,0
turismobelmonte,796,1640,0,1
LuisGMurillo,23668,2009,1,0
HERSAM9,66,66,1,0
jjbotev,1895,1433,1,0
oloozabaal21,670,632,1,0
cgarciamoyano,20,106,0,1
kislingerluisa,5611,3427,1,0
hechodeagua,396,936,0,2
molivermkt,84,395,1,0
Deno10VCF,678,1460,1,0
ciudades2030,1468,5000,10,0
carloandrade222,947,1758,1,0
matiasmazza,56,258,1,0
Mariaarrieta65,94,217,1,0
CCOODiba,2318,3099,1,0
RodPDavison,1712,4988,1,0
LillyES,5592,1035,0,2
cinthiapalome,354,339,1,0
pilar_ccoo,1141,1345,1,0
MSPE_Andalucia,255,265,0,2
Abogacia_es,61229,1503,1,0
astrid_cv,101,172,1,0
lauraprietoguij,681,355,1,0
Mario_Ecuador,4599,1724,1,0
paquinta,1477,1654,1,0
vehiculos_de,88,425,1,0
EnriqueMtnezCan,441,362,2,0
redverdeflex,580,443,5,0
Amparito_15,542,516,1,0
soniare90,19,163,1,0
robleshormigo,577,1143,1,0
elemento,391,557,1,0
AlvaroJhose,252,320,2,0
SousaPPS,368,2690,2,0
kelitapat,121,483,1,0
Mariela70764140,6,18,1,0
ExterioresLGTBI,624,539,0,1
CeJo_Ga,627,4001,0,1
CarlaCaballeros,4171,1257,0,1
Aguirre3D,1085,1703,1,0
GeorginaGcap,252,441,0,1
grupo_ssi,1210,431,3,0
MEugeniaDAngelo,111,755,1,1
MeroTowers,304,489,1,0
ReporteSos,1949,1621,1,0
AsambleaCubitas,101,188,1,0
EAlaix,66,69,1,0
ObservatorioCUD,1852,815,2,1
ActSanMartin,1872,74,5,0
UGTAytoZGZ,134,242,1,0
ConchaYoldi,1622,887,1,0
mariajo15292841,59,80,1,0
Ache_2014,4520,4942,4,0
LiliSoleda,249,256,1,0
andreslabella,735,944,1,1
fundacionfade,1992,830,1,2
jairoalneira,336,830,3,0
Pablocu39769640,6,24,2,0
mnlenjuanes1974,115,1461,5,0
peixullada,581,970,1,0
CTransp,2415,1131,1,1
BorisRobayna,469,1325,1,0
egiraltvia,885,960,1,0
pfrancoCLM,2538,814,1,0
COFIDES,4208,2128,0,5
carlospineyroa,861,519,0,1
Edudesarrollo,11929,5925,2,2
ComisionODSRD,332,166,1,0
tala2610,181,348,1,0
LeonelaPaneque,63,22,1,0
DifusionCausa,65,210,0,1
jm_onaindia,5103,1448,2,0
OlindaAnia,49,218,1,0
cesarecheverryc,2358,4857,2,0
TastyMditrraneo,1868,584,1,0
BethelmyLisbeth,779,1224,1,0
clauavruj,18439,687,0,1
pata_marques,235,679,2,0
iberoaccion,2653,1253,2,0
pamolinerod,6,78,1,0
CEMENTOHORMIGON,5023,316,2,2
andrespicat,340,479,2,0
CGCID_oficial,709,369,1,0
GloManzotti,279,1063,3,1
AlfonsoMA68,50,131,1,0
AlfonsoFDC,17,36,1,0
TRANSVERSALorg,687,353,1,0
cooperacion,4908,1715,5,0
UCAM_ADE,304,255,1,0
extransp,430,297,1,0
idagm2,154,266,1,0
XuanTerrible,402,1392,1,0
cpciudadanapue,646,531,1,0
HablemosDDiseno,65,247,2,0
QuijoteCuba,496,344,1,0
berta_fuertes,114,178,1,0
Lolafergut,2795,3667,1,0
EkobideakKoop,535,935,1,1
carlosgarod,613,612,1,0
soherpar,167,939,1,0
mperezsar,623,799,1,0
dianagbarraza,283,242,0,1
SincroAsesores,335,398,1,6
manupleguezuelo,2203,1462,8,3
PesanboPsanchis,431,485,8,0
kapepilar,544,1223,1,0
madodibe,548,751,1,3
MangelTavera,213,593,1,0
MisionVienaOI,1304,484,0,1
ConsejeraUribe,422,519,1,0
PameGalindo5,87,293,1,0
pinochetmarcelo,562,966,1,0
PelayoCastroUE,2982,815,0,1
yamila_busto,623,333,4,0
ForumMaria,881,2618,1,0
UGTMurcia,1998,2012,7,0
carlossantis_,126,150,1,0
Equal2030,3386,2383,1,0
longinosmarin,734,311,4,0
blanqui262,75,85,2,0
AlegriaCrespo,15485,584,1,0
AlainCuenca,3833,713,2,0
AscunAcademica,309,186,0,1
SULLYFUENTES1,70,55,1,0
flaviofuertes,320,146,0,1
facosta21,310,905,1,0
clarallensa,321,152,1,0
CLUBHUIRAPUCASC,2112,394,2,0
mcastillabaylos,987,1010,1,0
dencuf,211,476,2,0
IdoiaPostigo,1004,754,1,0
MoniPizani,1417,343,9,0
DavidMartinezEc,361,275,1,0
pvazquezmarin,500,142,1,0
emma_esparz,44,72,1,0
Elistomas,176,411,0,1
tesojulia,117,124,1,0
tgarcmar,607,1836,1,0
MoiraTorrent,76,262,2,0
YessMVV,3,55,2,0
Raul35Martinez,145,269,1,0
UGTAECID,63,112,1,0
FMohatar,1542,420,1,0
GanarGanarTV,454,389,0,2
yvillanuevar,295,1168,1,0
BridgetGosi,1171,1173,1,2
MaNavar25316520,11,37,1,0
gerardorsj,772,811,2,0
macaticr,393,926,1,0
RedCientificos,325,551,1,0
AnaDeBenedetti3,209,557,1,0
Aran_dres,160,209,2,0
GrupoSUR_UAndes,200,71,1,0
VicenteBuitrnPo,47,215,1,0
adalcv,104,873,1,0
SitoJohns,16,25,1,0
IsabelJuarezG,782,802,2,0
julie_isa,314,494,1,0
gabrieldeler,342,827,3,0
Pajime37,24,53,3,0
consorseguros,1168,68,0,1
aevillaverde,330,363,1,0
RamonCarranzaHN,25925,17860,1,0
lhespaidebat,1287,1387,1,0
silviaguillamot,212,278,1,0
Toniovetpath,553,277,1,0
WATERLOOK3,52,54,1,0
palomacana,398,342,1,0
SANDYOA,49,321,1,0
Quvvos,329,285,2,0
gemmarojo,973,600,1,0
Ihobe_Eus,3287,1251,0,1
aguirre_mikel,1126,651,0,1
RafaelPasarin,49,188,1,0
VctorMa38727792,939,1587,2,0
Jesus_Tortosa,1269,3757,0,1
RedRECI,3353,75,0,1
dpontarlier,4243,274,1,0
lsolisfranco,141,204,2,0
AIEP,36763,154,0,1
eliseojunco,1165,757,4,0
antonio_guirao,13019,5851,1,0
TrinyIslas,19,77,1,0
lauracardenas79,652,603,2,5
diazcm45,350,1377,1,0
SusanaPerezCa1,58,97,1,0
LucinaJimenez,8631,1971,1,0
AlonsoBustosB,814,1561,1,0
JaniceJoplin9,4,112,1,0
ABGRAoficial,2187,333,2,0
PosgradoUTI,109,191,1,0
sanmoremar,102,527,1,0
QEHValleToluca,39,65,0,1
Tonatiuh_88,1324,340,1,0
AmayaEuskadi,1422,350,0,1
RedCarolinaMx,2364,1336,1,0
CatedraEcuador,285,29,0,1
Ramiro1504s,935,530,1,0
VzqzPilar,1138,1742,1,0
sanconang,119,47,1,0
MisionMexRoma,297,52,0,1
JorgeGdelArco,2670,990,1,0
maryudta,409,1445,9,0
RafaRodCas,259,1158,1,0
HermanPnf,27223,27295,2,0
masHumanoRed,537,844,1,0
lebasihs,31,271,1,0
maristasevilla,1732,234,1,0
Guerrerotony161,2187,1956,1,0
inolvidable969,1197,825,1,0
DianaPaolaB,550,1462,1,0
CAFG_Research,255,173,0,1
Rayzablassi,48,130,1,0
arriaga122365,22,15,2,0
VelaJuanvela,742,2739,1,0
batzarreorg,2871,2659,1,0
DipuHU,10787,1509,0,1
Maria_SolanasC,2703,2013,1,0
IrseCastil,47,223,1,0
Ant_Abenza,2089,2292,1,0
serterritorio,430,404,1,0
JardiCity,200,574,1,0
ra_ayala,1464,2337,1,0
CEFIREambitCTEM,1093,398,7,0
CopeviAC,122,67,2,0
Portalfarma,27174,2291,5,0
JorgeRacoon,712,1625,1,0
MAURICIOAMUY,70,331,0,1
bel_merc,77,315,1,0
Dhl2Rahim,258,675,1,0
camarero_marta,19,34,1,0
aceiteQSJ,712,1169,1,0
sorylozano1,470,702,1,0
YDiversidad,23,54,1,0
5567tomOrtiz,20,109,1,0
Christiansanjau,547,331,1,0
danigoic,1395,2806,1,0
CintiaT15020317,37,235,1,0
HugoAyalaAndrad,20,22,2,0
fempcomunica,12774,2808,11,7
giselledellamea,3452,1469,1,0
fpatriciar,246,253,1,0
JaumeMayor,7362,2624,2,0
Matilde40583095,1,18,1,0
paguilarcnjur,238,87,1,0
pamara82,256,1135,2,0
ljcampuzano,950,314,2,0
WFMComunicacion,2210,2768,0,1
rosalindacapa,186,818,2,0
HondurasEmbCana,1373,1125,4,0
OED_Olivenza,7088,938,0,1
RuthDuranona,58,722,15,0
vhiviendo,31,152,1,0
jjaguirreg,223,1064,2,0
PacopiV,62,76,1,0
cgongd,2725,2062,3,2
maryann_delgado,236,426,1,0
DaniOrtaG,73,352,0,1
monica_plana,259,607,1,0
FacDerechoAB,709,74,1,0
rosamquart,498,611,0,1
Rigober39921039,19,93,1,0
efemeridez,350,2204,1,0
kari_blanco8a,221,371,1,0
felemoreno,211,337,1,0
soficonrero,329,483,1,0
Hassim63631494,35,99,1,0
eferoa,921,1857,1,0
ABJUJUY,189,204,3,0
DiegoCalatayudS,525,1214,4,0
fm_amparo,26,78,1,0
yala_jimenez,415,1247,1,0
sopamadrid,455,804,1,0
EnriqueFelixSa2,52,41,1,0
sebavasquez07,35,529,1,0
ceoclimatetrade,358,1394,4,0
Helena_314,473,600,1,0
mamr_bxl,108,133,11,0
p_antiman,1282,3080,0,1
Naturgy,28318,294,1,1
FGarciaGarcia,2904,1895,1,0
Ejojot,85,99,1,0
Cenpromype_sica,5469,714,2,0
victor_suarez,7839,1453,1,0
fagomsan,556,505,1,1
gracemezcal,83,352,1,0
JuanViali,271,1641,13,0
Sogbehh,455,90,1,0
Luci_m_13,554,887,1,0
GusGustavoG,69,95,1,0
blancasantos74,612,656,0,1
parkifast,2828,1789,1,0
nachoca69489310,48,271,1,0
ElSalvadorUN,3457,228,0,1
LaPorres,6410,3650,1,0
Sonia_Fdez_Glez,176,158,1,0
ICOgob,5839,176,1,1
Gestarsalud,3605,992,1,0
luzmariagtz1,23,128,1,0
RosaSanti_pty,77,558,1,0
jorgecarloslebr,213,626,1,0
ericotesek,1915,5001,1,0
FrigolsAnna,623,554,1,0
margagual,8068,4152,1,0
fredhyy,1212,1671,1,0
econexos,769,198,1,0
PactoMundial,17811,560,8,20
el_tecnoprof,432,336,1,0
claudiaecoso,196,846,1,0
ISMedioambiente,33466,17805,0,1
JimenaRivera,4939,989,1,0
cr_integra,670,446,2,3
paulrivert,205,939,0,1
AlbaLuzJuarez,170,505,1,0
AndreaLondonoSa,1569,1880,0,1
PSOEInternacion,2560,876,1,0
hitzezhitz,98,97,0,1
ChemaDomnguez1,117,619,2,0
Jluis9028,519,837,1,0
arturorangelbm,615,459,1,0
nanetegarces,649,2437,0,1
CruzYomil,632,1785,1,1
CocemfeCAT,2769,1074,1,0
funderetica,369,346,2,0
CarmenMamelita,820,498,1,0
jjmedca,321,1121,1,0
mauro_inge,12,58,1,0
RedConsolida,29,161,1,1
salvatierra_iza,642,1749,1,0
pjmartinstar,535,420,1,0
Santialdana08,346,1559,2,0
EcheitaRaul,10,92,1,0
ElenaSelva1,33,28,1,0
Maria_Matus,8429,1536,1,0
YohanRo16254630,524,431,1,0
Codehupy99,6497,1902,1,0
lunaayalar,386,133,1,0
AbogaciayDDHH,12101,1014,1,1
HelpUP_es,2694,2043,0,1
JubileoAndre,257,1001,0,4
lau_locotidiano,130,494,0,1
GladysCeciliaH3,988,2507,2,0
ESTEVE_news,11659,956,0,1
MJSantos5,275,549,1,0
TravelingCloth1,218,661,2,0
tramita_unizar,304,178,0,1
MediosTec21_Vva,2664,4959,3,1
hutech_consult,646,889,1,0
rorymilara,16,12,1,0
mjalzari,535,670,10,0
carlos_ayala36,13,112,1,0
agaportillo,478,151,2,0
saveplanet_now,15,17,0,7
infoHIDRAQUA,3172,2283,1,0
el_buen_peruano,136,839,2,0
globalizaterad,43,816,0,2
ClauGuzG,1535,1167,1,0
AguasdeAviles,830,118,0,1
enagas,4759,622,1,1
diesnar,83,160,1,0
Andrea_LaBoheme,198,108,3,0
RosanaMeFer,811,1081,1,0
EuniceNewark,10,105,1,0
in_poche_parole,250,779,1,0
luiscastrodom,152,332,1,0
martha_ferriol,70,108,1,0
MarcoAPinoM,1728,1465,1,0
UGTFeminista,385,40,1,0
ExEPeru,955,565,1,0
paolamenta,220,214,1,0
almaterramagna,62,204,1,0
NormaPimentelMx,5201,4481,1,0
EMBACUBA_SVG,1742,773,1,0
JornadasLanzaro,189,192,1,0
MaraSerantes1,10,45,1,0
Sky_Moon13,137,97,1,0
heroes_urbanos,1517,789,1,1
Dariann22813226,7,20,1,0
fabi281264,329,482,1,0
Eduardo_19F,61,462,1,0
UNGRD,82675,974,0,2
AhmedAkares,65,196,1,0
JosMenalvarez1,59,166,2,0
borjacristina,144,319,0,1
carla_york,6469,3017,1,0
guadalupevaldez,12356,4736,0,1
MARIBH2,2037,4813,1,0
ArquimedesJaenG,6166,178,1,0
natacarbonell,4679,4652,5,5
Paola_Vazqz,1720,671,1,0
fernando__lopez,3449,3693,2,0
Ricardo43896361,84,60,1,0
CarlotaBernal,413,1459,1,0
r2romora,427,270,0,1
Luzmariagc,585,1804,1,0
PNUDArgentina,8748,5160,1,7
dmenendezcarb1,603,733,1,0
pachecoperal,15065,12973,3,0
educaCNIIE,72403,64,0,2
soyfedasap,40,92,1,0
Confae,1315,1129,1,0
sefe09,5,109,1,0
eva_amaria,160,234,1,0
CTecno,5099,1302,1,0
ArrecifesCoral,1029,445,1,2
Greenpaz100,73,336,2,0
Jumble2000,58,84,1,0
carjorocas,514,754,1,0
NECHIGROUP,243,45,1,1
sellofairtrade,3570,923,5,4
rosamexicana71,8,160,1,0
ASA_Andalucia,2274,699,1,0
OPR_71,1551,2462,1,0
IvahannaLarrosa,285,746,0,2
UOCedcp,2729,344,1,0
ItziarLado,387,2115,2,0
CogLosangeles,1634,368,0,1
redongdmad,3096,1774,9,7
LisbetyD,49,237,2,0
Agricultura_SLP,588,420,1,0
HiramAvilaTole1,499,1552,2,0
fundacionTef,75133,920,1,0
TiempoCol,166,1327,1,0
ODA_Esp,280,98,1,0
Ciprianaramoso,15834,10743,1,0
ACuarentaycinco,1674,2181,0,3
SebastianCoba1,6,69,2,0
Marieta76795422,356,356,2,0
Belenvq,1550,2510,2,0
BibliotecasRBJ,1352,185,6,0
INIA_es,1872,211,0,1
50mas1Mx,473,118,1,0
AnaCalvo19,712,1116,1,0
Georgin01052172,36,1038,6,0
GQuijandriaA,3921,5000,1,0
CarlosRojoJime1,6,44,1,0
mcoutoalonso,132,234,1,0
EvaMena07,191,237,2,0
Gas66mi,333,421,1,0
robertof00,167,476,1,0
FOCOINPADE,264,452,0,2
jdavidsomg,381,1327,1,0
RafaelSeizWWF,608,453,3,0
msilviaduarte,739,648,0,2
marioalonsorv,125,1042,1,0
DAMUNLP,130,219,2,0
PalomaDom3,3,133,1,0
aguemercadal,587,962,1,0
carminasuncion,116,410,1,0
oosalgoca,32,157,1,0
JuanEspadasSVQ,32617,8641,1,0
agostogabriela,1283,1163,23,11
yaavilap,28,90,1,0
Agenda2030Peru,951,1888,0,1
txellripoll,439,478,0,1
colombiaintelig,491,342,2,0
No_gracias_Q,83,250,1,0
CesarG_Madruga,7430,3693,2,0
elaramirezs,10,46,1,0
Gustavsn2,21,88,1,0
sonegares,55,164,3,0
CarlosS_Col,2312,1715,1,0
GrupoAmavir,5408,2643,1,0
ELVERGA75393987,55,76,1,0
CosmoCaixa,56700,489,1,0
sam300527,1423,1571,1,0
yurialexisoliv1,4633,5049,1,0
SgSisca,1910,1693,2,0
AgenciaProCba,3499,1094,0,1
andfud,501,1633,1,0
amarcepizarro,865,3760,3,0
patrimagooo,287,809,1,0
Addkeen,828,1539,1,0
meinspiran2012,177,393,4,0
giulianojuan,380,827,0,1
Regmurcialimpia,5395,4279,2,7
b_ortega_,26,242,1,0
Manuela_MJ,3636,2063,1,0
FEACEM,979,195,0,3
licmartinf1,7,21,2,0
AVIVAFOUNDATION,1468,800,1,0
Albuar12TS,32,535,1,0
mariam_astur,1241,1463,1,0
rosminow,1020,819,1,0
nuriavilanova,15852,5300,2,0
CeciliaMichea,610,2207,1,0
DuanyYuleydis,27,44,2,0
jkrayon,336,1574,1,0
David_CCSS,1234,1340,1,0
JlChediek,637,126,1,0
Sergio_JRC,288,289,0,2
ProfCymOhAFC,58225,57317,1,0
FAOAmericas,74082,9567,0,2
alimo1502,347,261,1,0
Martin79903740,10,51,1,0
cburgazzi,21702,5491,1,0
PattyCrispinM,8,39,1,0
eldiariohablado,734,511,1,0
The_TrueFood,1266,2180,0,1
gheca787,270,252,1,0
LaRedVida1,386,286,1,0
OpagacJulio,1339,798,1,0
recio_mar,8,45,1,0
CesarMora970,140,167,1,0
AriagnaLandeiro,2955,1171,1,0
dear1975,161,159,1,0
CJFariasL,962,653,1,0
IglesiasVernica,276,260,1,0
MariRojasLaser,427,775,1,0
dbassoETUC,799,1535,1,0
IsadoraHastings,201,220,1,0
RicardoAlmanza1,878,2463,2,0
MauricioLimonA,726,260,2,0
izaguirrejk,519,829,2,0
NurietaAlvarez,460,481,2,0
agustorne,808,2114,1,0
pacopolo,888,544,0,1
stefanomanservi,9203,766,7,0
BibliotecaCEPAL,5630,1289,0,8
ccirior,1012,503,1,0
MarCano_InEdu,452,1009,0,1
aliciaprzporro,1850,1167,1,1
unescoetxea,2067,750,2,1
mpaulita99,61,252,2,0
estebanarasi,2428,3641,1,0
CortesTM,353,379,1,0
EncarniRguez,938,856,1,0
AMPPCamaguey1,860,1666,2,0
gecatolico,191,500,1,0
MFernandezCFA,45,139,1,0
RakelRodrguez1,120,170,2,0
MartaIglesiasLp,153,314,1,0
ldorozco,162,178,5,0
Karlanaza08,90,188,1,0
Maurici99320856,43,134,1,0
Jaimemat1,569,1036,1,0
noemitorollo,169,302,0,2
pazguzmanc,281,197,1,0
CEPES_Aragon,220,247,2,0
up_aupex,3117,889,0,1
dianavazquezara,95,61,2,0
danitar83,1072,2454,1,0
MadrazaSefardi,54,195,1,0
VruizaRuiz,150,232,1,0
Ven_GF,48,198,1,0
ZhicayMaria,17,163,1,0
rmorenoro,1929,1810,0,1
acostavio_,138,221,2,0
robertotello11,1118,1550,1,0
guaguilar,488,430,1,0
DepetrisEmi,543,542,1,0
TerreformUR,3305,3157,1,0
Aracelimg13,260,629,4,0
greenviaconsult,266,511,2,0
KarenCalvo08,349,354,1,0
DoctorAnti,452,917,1,0
Adrisneverland,478,331,0,1
GEspiau,2202,389,1,0
hazeina,755,852,1,0
GiuseMancinelli,16,30,1,0
MConstituciones,1965,324,1,0
BurbanoXavier,3359,719,1,0
MoTrenRutaPlata,2085,4703,4,0
UexBiblioteca,2878,587,1,0
DignoMartha,17,84,1,0
BioDiaLezama,55,176,1,0
_la_majo,1141,300,1,0
lucbeat01,2,15,1,0
AndreBattis,1429,2850,1,0
CTIFMadridSur,2272,1895,1,0
CarmenPlanas,1946,796,2,1
PedroBlessing_,28317,28278,2,0
ddu_10,1947,1071,6,6
PEAH_oficial,6650,6859,1,0
IrmaAmaya_,1752,733,0,2
nanalaarana,447,1605,1,0
Foro_Chacao,50,211,1,0
whendyRz,30,299,1,0
Gi_LM25,5,86,1,0
RIDM2019,421,461,1,0
vfrassato,31,97,1,0
arqmarcovera,277,103,1,0
meretecol,1085,3768,1,0
NicolasSturonas,271,67,1,0
JCNOGAR,21,41,1,0
exeguatemala,2287,1177,2,0
EcocircularZF,57,60,2,0
YouthToLead1,532,305,1,2
JOHNSCADE,1167,639,1,1
MMolineroE,2627,987,1,0
linamaestra,686,1018,1,0
jjledermann,104,78,1,0
CoyoteTatai,124,796,1,0
manuelgpascual,2874,3628,2,2
dobooku,1147,722,0,2
RankiaPro,1022,1703,0,1
odacuba,1260,1723,1,0
kathy_carmona9,189,181,1,0
Improvechange,1907,751,3,1
salvabionatura,56,146,1,0
mujergtcapital,141,285,1,0
urbanohumano,16416,4303,1,0
MarcoTulioCarr3,42,256,1,0
MINCEX_CUBA,1703,224,3,2
estancich,1512,325,1,0
hectorlira01,473,879,0,1
mhpeinad,1537,650,1,0
dayadomi69,414,149,2,0
josedegracia3,79,408,1,0
lacatedra,742,490,1,0
annaliliam,37,252,2,0
DGobiernoCV,4741,544,2,0
clubdemadrid,6414,1270,1,0
MoncasideAlvear,3056,2763,0,6
mariepeloche,575,282,1,0
EcoMakerStore,74,22,0,1
jmcapape,129,179,2,0
aproema,988,641,0,1
fundacionFISAT,663,255,2,0
oidpoidp,4386,1325,1,0
Yo_Soy_Luis,161,816,1,0
CIEMZaragoza,4635,409,1,0
caballeroisabel,1566,1226,0,1
CertidealES,91,524,1,0
SAN_Agriculture,1142,804,0,1
ANTAI_Panama,5284,582,0,1
arelyfeminista,12306,12926,1,0
MariluAbreu2,37,118,5,0
ElisaTorrenegra,1343,211,1,0
CEVAXIN_PTY,121,277,0,4
EMatancera,404,461,1,0
DoradoGabriel,1879,1966,1,0
jfredymontes,17,267,1,0
lamujerdelvelo,426,323,2,0
WaldirOchoa,6955,2540,1,0
ItayaCabreraLo,228,212,10,0
EcoCoWork,732,956,2,0
teresazapetam,176,135,1,0
SistemasAmbien,1352,978,1,0
sumateamandy,1157,1400,3,0
suezchile,1912,5000,1,1
DiegoCesar_Pan,229,538,3,0
Ives_Rodriguez,1047,1952,1,0
Thanos_Gi,139,136,3,0
Cubasonando,273,371,4,0
cosmoACCION,187,209,3,9
paumartmora,772,2142,1,0
GrupoElecnor,1841,47,2,0
AlianzaONG,2177,962,2,0
yeyomsd,62,97,1,0
tecsolss,1030,4910,1,0
ghia1212,814,399,1,0
FundacionCepaim,6600,1115,0,3
jdvegacruz,79,770,1,0
elmarquesdeleon,1322,1333,1,0
CarmenN02585091,649,646,1,0
AMIQnet,1322,632,3,0
FundacionLuisA1,19,48,1,0
julioavilesr,408,237,1,1
MireiadelPozo,1136,1270,1,0
valemorante,56,295,1,0
merizino,30,323,4,0
eduardo_rimay,201,206,1,0
hector_otero,907,1271,1,0
karmmenkar,132,253,2,1
UOCxtended,3475,2540,1,0
ConcursoDMA,292,214,0,1
RedJusto,23,126,2,0
stefanialat,169,136,3,0
gemamg77,50,137,0,1
canvasRSC,1541,1169,2,2
BelenGomezAlons,92,201,1,0
JuanPazyMino,9657,37,2,0
santi_gom,449,441,1,0
S_RafaelNebrija,213,601,0,2
IACT_divulga,506,135,4,0
sofiaoate8,4,32,1,0
vestaviviendas,519,2098,1,0
rvillasenort,636,1579,2,0
daduartee,247,1905,1,0
marinaseguime,346,828,0,1
_zazulu,552,1039,1,0
jai_meg,957,823,1,0
puntosigre,11607,2221,0,7
HonestStrategy,740,580,1,0
rdescobar,548,1208,1,0
bettymoliere,45,97,1,0
lpez_mejuto,3280,2631,1,0
jafcfernandez,840,566,1,0
AVPteVallecas,2909,1334,0,2
eguimauricio,964,1106,1,0
aramayuelas,2419,1437,7,0
enavasjm,22,65,1,0
nursingnowuy,14,46,1,0
MonSkoknic,427,1135,2,0
ekomodo_,1587,1289,3,0
Proarbol_Col,10650,5313,4,2
enzoanziani,268,619,0,1
delpratom,178,73,1,0
carluisjm,161,146,2,2
Mariaiceron,92,109,3,0
r_ibrain,42,247,1,0
orechie,76,178,0,1
LetyRamirezM1,611,532,1,0
69Robertt,223,1199,1,0
AbelitoCaribe,152,100,1,0
javior,122,74,0,1
kate8187,111,267,1,0
ManuelSanchezMo,138171,81772,1,0
AOlveira81,510,396,1,0
REDAInfo,82,137,4,0
DanFuentes_,334,828,1,0
Moterasecreta,717,1166,1,0
EdgarPe29666063,63,554,1,0
mariorodrod,1414,2075,1,0
TrabajoEdomex,16911,1181,1,0
AntonioRojasGu4,1,24,1,0
ambafrancecl,5662,726,2,0
berta_civera,842,589,1,0
Entreculturas,25523,5252,0,2
humanismustwin,76,335,0,2
asaa83,1211,2852,0,1
gxarles,489,448,1,0
inesparry,6150,1615,1,0
ruthparticipa,8554,7714,9,2
dsn,20153,299,0,8
ClassroomCrafts,3394,1104,1,0
FuturoLatinoame,709,604,1,0
SmartlyLive,261,874,3,4
cristinajisan,281,949,1,0
ARRV81,1936,2510,1,0
carlosescobarpa,29,17,1,0
Casaafrica,18191,715,1,1
AstridcCarrillo,56,140,1,0
YusileibisJ,7,7,1,0
rafacamu,3148,2633,2,3
WWFColombia,38964,5397,1,0
sinuhedemedina,20,78,1,0
EzequielReficco,151,161,1,0
MINSAPCuba,10835,1147,1,0
bettycdr10,1302,1290,1,0
lauralouzas,598,818,2,0
africaavanza,138,161,1,0
ale_paganini,487,706,0,2
LuisBravoMendez,34,114,1,0
bluetabtweet,196,157,1,0
SBasaveKarina,158,136,0,2
AB_Laboratorios,455,275,2,1
arriaza2701,296,604,2,0
fresnicoff,650,1058,1,0
econtinuaespol,2832,587,1,0
Ch_Transparente,22589,5688,1,0
josefer_juan,12590,4261,1,0
JavierGutierr84,344,747,2,0
mrobertoescobar,119,942,0,1
AngelesLoPe27,110,75,1,0
marjorieqo,116,144,1,0
linamgb,117,455,1,0
mantulopez,1719,2181,2,1
Barbara_Jacob,3292,3321,1,0
Hispacoop,971,359,1,0
FEAGAS,1162,226,1,0
castrexo33,1044,2492,1,0
jcdelolmowwf,5188,968,1,0
BelchiAG,712,693,2,0
DaniellaR1,534,1565,2,0
aloestcuz,504,253,1,0
frodas,90,304,0,1
J_ims,6,75,1,0
pedrajasmarta,1328,669,6,2
julian_dangelo,3327,1194,3,0
etno_research,43,27,0,5
m_mcasado,1002,1602,1,0
mespinosareyes,1515,2515,3,0
cristianlaborda,1435,1345,1,0
JusticiaInt,766,1325,1,0
Oscardelaguia,474,624,1,0
Hazloposible,37028,6732,2,0
RobertEsquivelD,1792,1755,2,0
CDavidRomero,1316,4370,2,0
WendyVernaza,442,680,1,0
ferSolariScope,6185,5242,5,0
majocerber,885,793,1,0
alexleonnn,936,974,0,1
pereiraolmedo,609,433,1,0
loquedasvuelve,13,175,0,1
CONNA_ES,9589,944,4,0
DirigentesDg,4053,1005,1,0
AMA_MEXICO,1422,1143,1,0
CISS_org,6111,522,0,3
JesusAliTabasco,18043,3332,2,0
Andreatschirsc,89,652,1,0
AmandaSuC,1522,200,3,0
LauraLgascon,170,128,1,0
PacoOsorio,1466,1748,1,0
fgonzalez_phd,18,222,1,0
Sandra_Araque_F,138,535,1,0
LoboVes,41,263,1,0
juanluisballest,1273,1423,1,0
HildanaAllegri,21,26,4,0
CreuRojaCAT,22446,5020,1,0
FGP_ETSIME,629,668,1,0
MediterraniaAV,1720,2098,1,0
jandres260,250,171,3,0
CapacitaRSE,19775,2186,0,20
MMujerRD,25458,1109,0,1
CamaraBelux,1173,793,0,1
EnfermerasEPM,3316,748,0,1
SelestineML,245,243,1,0
JVLpez,5366,4909,1,0
Madrid_MIA,1290,478,1,5
17eric17,508,1224,1,0
IOCaribeOcean,10,68,0,1
nataliagri,457,751,2,0
jimenapc02,453,545,1,0
IntensaRD,4159,2753,1,0
trinimora,274,316,1,0
Sustainable2019,59,308,1,0
elenimunujos,575,1105,1,0
YoungChemists,1969,512,1,0
jaime_bonet,1614,899,1,0
imaiturri,158,546,1,0
OswaldoUQ,158,462,1,0
fairtradecolomb,535,216,1,0
dibe_marcelo,404,417,1,0
